genre,title,text,nouns,adjectives,verbs
tragedy,hamlet,"GHOST.
I am thy father’s spirit,
Doom’d for a certain term to walk the night,
And for the day confin’d to fast in fires,
Till the foul crimes done in my days of nature
Are burnt and purg’d away. But that I am forbid
To tell the secrets of my prison-house,
I could a tale unfold whose lightest word
Would harrow up thy soul; freeze thy young blood,
Make thy two eyes like stars start from their spheres,
Thy knotted and combined locks to part,
And each particular hair to stand on end
Like quills upon the fretful porpentine.
But this eternal blazon must not be
To ears of flesh and blood. List, list, O, list!
If thou didst ever thy dear father love—",term night day confin’d fire crime day nature secret prison house unfold word soul blood eye star sphere lock part hair end quill porpentine blazon ear flesh blood list list list thou father love,certain foul tale light young knotted particular fretful eternal dear,walk fast do burn purg’d forbid tell harrow freeze make start Thy combine stand didst
tragedy,hamlet,"GHOST.
Revenge his foul and most unnatural murder.",murder,foul unnatural,revenge
tragedy,hamlet,"HAMLET.
Haste me to know’t, that I, with wings as swift
As meditation or the thoughts of love
May sweep to my revenge.",wing meditation thought love revenge,swift,haste sweep
tragedy,hamlet,"GHOST.
I find thee apt;
And duller shouldst thou be than the fat weed
That rots itself in ease on Lethe wharf,
Wouldst thou not stir in this. Now, Hamlet, hear.
’Tis given out that, sleeping in my orchard,
A serpent stung me; so the whole ear of Denmark
Is by a forged process of my death
Rankly abus’d; but know, thou noble youth,
The serpent that did sting thy father’s life
Now wears his crown.",weed ease wharf thou orchard serpent ear process death abus’d youth serpent father life crown,apt fat wouldst whole rankly thou noble,find rot stir hear give sleep sting forge know ste wear
tragedy,hamlet,"GHOST.
Ay, that incestuous, that adulterate beast,
With witchcraft of his wit, with traitorous gifts,—
O wicked wit, and gifts, that have the power
So to seduce!—won to his shameful lust
The will of my most seeming-virtuous queen.
O Hamlet, what a falling off was there,
From me, whose love was of that dignity
That it went hand in hand even with the vow
I made to her in marriage; and to decline
Upon a wretch whose natural gifts were poor
To those of mine. But virtue, as it never will be mov’d,
Though lewdness court it in a shape of heaven;
So lust, though to a radiant angel link’d,
Will sate itself in a celestial bed
And prey on garbage.
But soft! methinks I scent the morning air;
Brief let me be. Sleeping within my orchard,
My custom always of the afternoon,
Upon my secure hour thy uncle stole
With juice of cursed hebenon in a vial,
And in the porches of my ears did pour
The leperous distilment, whose effect
Holds such an enmity with blood of man
That swift as quicksilver it courses through
The natural gates and alleys of the body;
And with a sudden vigour it doth posset
And curd, like eager droppings into milk,
The thin and wholesome blood. So did it mine;
And a most instant tetter bark’d about,
Most lazar-like, with vile and loathsome crust
All my smooth body.
Thus was I, sleeping, by a brother’s hand,
Of life, of crown, of queen at once dispatch’d:
Cut off even in the blossoms of my sin,
Unhous’led, disappointed, unanel’d;
No reckoning made, but sent to my account
With all my imperfections on my head.
O horrible! O horrible! most horrible!
If thou hast nature in thee, bear it not;
Let not the royal bed of Denmark be
A couch for luxury and damned incest.
But howsoever thou pursu’st this act,
Taint not thy mind, nor let thy soul contrive
Against thy mother aught; leave her to heaven,
And to those thorns that in her bosom lodge,
To prick and sting her. Fare thee well at once!
The glow-worm shows the matin to be near,
And ’gins to pale his uneffectual fire.
Adieu, adieu, adieu. Remember me.",beast witchcraft wit gift wit gift power lust will queen love dignity hand hand vow marriage wretch gift virtue lewdness court shape angel link’d bed prey garbage methink morning air orchard custom afternoon hour uncle juice hebenon vial porch ear distilment effect enmity blood man swift gate alley body vigour posset curd dropping milk blood tetter bark’d lazar crust body brother hand life crown queen blossom sin reckoning account imperfection head nature bed couch luxury incest thou act mind soul mother aught thorn bosom lodge glow worm matin gin fire,incestuous traitorous wicked shameful most seeming virtuous natural poor radiant celestial soft secure cursed leperous natural sudden eager thin wholesome instant Most vile loathsome smooth unhous’led disappointed unanel’d horrible horrible horrible hast royal damned howsoever contrive near uneffectual adieu adieu adieu,adulterate fall go make decline lust sate scent let sleep steal pour hold course mine sleep cut make send bear let let leave prick ste fare show pale remember
tragedy,hamlet,"HAMLET.
O all you host of heaven! O earth! What else?
And shall I couple hell? O, fie! Hold, my heart;
And you, my sinews, grow not instant old,
But bear me stiffly up. Remember thee?
Ay, thou poor ghost, while memory holds a seat
In this distracted globe. Remember thee?
Yea, from the table of my memory
I’ll wipe away all trivial fond records,
All saws of books, all forms, all pressures past,
That youth and observation copied there;
And thy commandment all alone shall live
Within the book and volume of my brain,
Unmix’d with baser matter. Yes, by heaven!
O most pernicious woman!
O villain, villain, smiling damned villain!
My tables. Meet it is I set it down,
That one may smile, and smile, and be a villain!
At least I am sure it may be so in Denmark.",host earth hell fie hold heart sinew ghost memory seat globe table memory record saw book form pressure youth observation commandment book volume brain matter woman villain villain table villain,instant old thou poor distracted trivial fond past base pernicious villain damned least sure,couple grow bear stiffly remember hold remember wipe copy live smile meet set smile smile
tragedy,hamlet,"So, uncle, there you are. Now to my word;
It is ‘Adieu, adieu, remember me.’
I have sworn’t.",uncle word,adieu adieu,remember
tragedy,hamlet,"HAMLET.
How say you then, would heart of man once think it?—
But you’ll be secret?",heart man,secret,say think
tragedy,hamlet,"HAMLET.
There’s ne’er a villain dwelling in all Denmark
But he’s an arrant knave.",ne’er dwelling arrant knave,villain,’ ’
tragedy,hamlet,"HAMLET.
Why, right; you are i’ the right;
And so, without more circumstance at all,
I hold it fit that we shake hands and part:
You, as your business and desire shall point you,—
For every man hath business and desire,
Such as it is;—and for my own poor part,
Look you, I’ll go pray.",right circumstance hand part business desire man business desire part,more fit such own poor,hold shake point hath look go pray
tragedy,hamlet,"HAMLET.
I’m sorry they offend you, heartily;
Yes faith, heartily.",faith,sorry,’m offend
tragedy,hamlet,"HAMLET.
Yes, by Saint Patrick, but there is, Horatio,
And much offence too. Touching this vision here,
It is an honest ghost, that let me tell you.
For your desire to know what is between us,
O’ermaster’t as you may. And now, good friends,
As you are friends, scholars, and soldiers,
Give me one poor request.",offence vision ghost desire friend friend scholar soldier request,much honest good poor,touch let tell know give
tragedy,hamlet,"HAMLET.
Well said, old mole! Canst work i’ th’earth so fast?
A worthy pioner! Once more remove, good friends.",mole work th’earth pioner remove friend,old canst worthy more good,say
tragedy,hamlet,"HAMLET.
And therefore as a stranger give it welcome.
There are more things in heaven and earth, Horatio,
Than are dreamt of in your philosophy. But come,
Here, as before, never, so help you mercy,
How strange or odd soe’er I bear myself,—
As I perchance hereafter shall think meet
To put an antic disposition on—
That you, at such times seeing me, never shall,
With arms encumber’d thus, or this head-shake,
Or by pronouncing of some doubtful phrase,
As ‘Well, we know’, or ‘We could and if we would’,
Or ‘If we list to speak’; or ‘There be and if they might’,
Or such ambiguous giving out, to note
That you know aught of me:—this not to do.
So grace and mercy at your most need help you,
Swear.",stranger thing earth philosophy soe’er disposition time arm head shake pronouncing phrase giving aught grace mercy need,welcome more strange odd antic such doubtful such ambiguous,give dream come help mercy bear think meet put see know list speak note know help
